@relation FinalData4

@attribute ProjectID string
@attribute FAULT {true,false}
@attribute BackEnd numeric
@attribute FrontEnd numeric
@attribute LowEffort numeric
@attribute MediumEffort numeric
@attribute HighEffort numeric
@attribute France numeric
@attribute Italy numeric
@attribute Spain numeric
@attribute Portugal numeric
@attribute Ads numeric
@attribute DDBB numeric
@attribute ExternalPayment numeric
@attribute InternalPayment numeric
@attribute C1 numeric
@attribute C2 numeric
@attribute C3 numeric
@attribute C4 numeric
@attribute C5 numeric
@attribute C6 numeric
@attribute C7 numeric
@attribute Mac numeric
@attribute Windows numeric 

@data
ID12363,false,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ID12364,false,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
ID12365,true,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ID12366,true,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
ID12367,true,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
ID12368,true,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
ID12369,false,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
ID12370,false,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
ID12371,true,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
ID12372,true,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
ID12373,false,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
ID12374,true,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
ID12375,false,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ID12376,true,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
ID12377,true,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
ID12378,true,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
ID12379,false,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
ID12380,true,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
ID12381,true,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
ID12382,false,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
ID12383,true,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
ID12384,false,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
ID12385,false,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
ID12386,false,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
ID12387,true,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
ID12388,false,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
ID12389,false,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
ID12390,true,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
ID12391,true,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
ID12392,true,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
ID12393,true,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
ID12394,false,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ID12395,false,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
ID12396,false,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
ID12397,false,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
ID12398,false,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
ID12399,false,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
ID12400,false,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
